0,label,score,Datetime,Text,Username,Hashtag
"{'label': 'Neutral', 'score': 0.9408270716667175}",Neutral,0.9408270716667175,2022-06-23 17:39:32+00:00,#OESBD #BrowardCounty #TMG #THELAR #miamidade #FacebookLive #maribelfeliciano #haitian #TimRyan,thelarmg,TimRyan
"{'label': 'Neutral', 'score': 0.9408270716667175}",Neutral,0.9408270716667175,2022-06-23 17:44:53+00:00,#OESBD #BrowardCounty #TMG #THELAR #miamidade #FacebookLive #maribelfeliciano #haitian #TimRyan,thelarmg,TimRyan
"{'label': 'Neutral', 'score': 0.8230293989181519}",Neutral,0.8230293989181519,2022-06-23 17:45:29+00:00,"@pers0naluni0n Viel krasser als seine ökonomischen Ideen (Monopole aufbauen durch Behörden anlügen und andere zu zerstören) ist, dass er #JDVance und #BlakeMasters mit je 10 Mio USD zu den #USKongresswahlen2022 unterstützt hat. Trump ist ihm nicht ""disruptive"" genug.",Clauduella_ella,JDVance
"{'label': 'Neutral', 'score': 0.9408270716667175}",Neutral,0.9408270716667175,2022-06-23 17:46:47+00:00,#OESBD #BrowardCounty #TMG #THELAR #miamidade #FacebookLive #maribelfeliciano #haitian #TimRyan,thelarmg,TimRyan
"{'label': 'Neutral', 'score': 0.874423086643219}",Neutral,0.874423086643219,2022-06-23 17:48:51+00:00,"@pers0naluni0n #JDVance hat in Ohio zusammen mit #MarjorieTaylorGreene kandidiert. #Thiel facht ganz bewusst den Kulturkampf an - nicht aus christofaschistischer, sondern aus der ganz rechts-libertären ""Demokratie und Freiheit schließen sich aus""/""Es gibt nur Individuen keine Gesellschaft"" Ecke",Clauduella_ella,JDVance
"{'label': 'Neutral', 'score': 0.8823431134223938}",Neutral,0.8823431134223938,2022-06-24 03:47:51+00:00,#Ohio #Voters #TimRyan https://t.co/ZAEVKrCJ7b,AndThatAndThis,TimRyan
"{'label': 'Neutral', 'score': 0.8472962379455566}",Neutral,0.8472962379455566,2022-06-24 05:46:57+00:00,"#Ohio @DispatchAlerts @clevelanddotcom @Enquirer 
@ohiogop 
#jdvance 
https://t.co/l75CeZv0wC",calvinkholsclaw,JDVance
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-24 11:05:25+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Positive', 'score': 0.871151328086853}",Positive,0.871151328086853,2022-06-24 15:39:54+00:00,#TimRyan Ohio needs you. I just heard your comments on #MSNBC Right on!,Realisticsenior,TimRyan
"{'label': 'Neutral', 'score': 0.7811117768287659}",Neutral,0.7811117768287659,2022-06-24 18:05:37+00:00,"@robreiner After today, Portman's Ohio seat is definitely in play. #TimRyan",gbreedlove,TimRyan
"{'label': 'Neutral', 'score': 0.8380186557769775}",Neutral,0.8380186557769775,2022-06-24 22:29:38+00:00,Can he be impregnated with lizard DNA from a turkey baster? #JDVance https://t.co/WiXKYSNdoO,defloody,JDVance
"{'label': 'Positive', 'score': 0.9299905896186829}",Positive,0.9299905896186829,2022-06-24 23:26:22+00:00,#TimRyan For the win!!!! https://t.co/UoYzN5vogh,LaDiDaStorm,TimRyan
"{'label': 'Neutral', 'score': 0.8074724078178406}",Neutral,0.8074724078178406,2022-06-24 23:57:04+00:00,"@velsun @technoglyf @RBReich @SenSchumer @Sen_JoeManchin @SenatorSinema We need more Dems with “guts”
#TimRyan
#ValDemings
#JohnFetterman",WashutaJohn,TimRyan
"{'label': 'Positive', 'score': 0.8540552854537964}",Positive,0.8540552854537964,2022-06-25 00:28:50+00:00,"The end of June being a reporting period, I figure today is a good day to donate to pro-choice candidates for Congress &amp; office in my state.  If you do too, that's cool. #ValDemings #TimRyan #CheriBeasley #Fetterman #Warnock #ValHoyle #JamieMacLeodSkinner",OrCloneThereof,TimRyan
"{'label': 'Positive', 'score': 0.7493064403533936}",Positive,0.7493064403533936,2022-06-25 00:57:38+00:00,"#Ohio I’m voting for #TimRyan for #senator, we need more #democrats - get to the polls in #November no excuses https://t.co/cPTUi5yAuv",tonichanakas,TimRyan
"{'label': 'Negative', 'score': 0.8416939973831177}",Negative,0.8416939973831177,2022-06-25 01:07:15+00:00,Ohio better pay attention. #jdvance is a religious freak https://t.co/KBzii74IdR,rkay63,JDVance
"{'label': 'Positive', 'score': 0.7784335613250732}",Positive,0.7784335613250732,2022-06-25 05:40:50+00:00,"@TimRyan Ohio, please 🙏 vote by #BlueTsunami for #TimRyan
💙🌊🦋💙🌊🦋💙🌊🦋💙🌊🦋",skamerow,TimRyan
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-25 10:27:44+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Negative', 'score': 0.6334115266799927}",Negative,0.6334115266799927,2022-06-25 20:52:19+00:00,Wake up #america #RoeOverturned is not all the #Court can &amp; will do. I’m #voting for #TimRyan for #Senate for #Democracy for #Womensrights  &amp; my #GreekMother who loved this country #angryAmerican https://t.co/lIPd5fgd7x,tonichanakas,TimRyan
"{'label': 'Neutral', 'score': 0.9021442532539368}",Neutral,0.9021442532539368,2022-06-25 23:44:54+00:00,#TimRyan https://t.co/v2FwBeyb8B,katfische,TimRyan
"{'label': 'Positive', 'score': 0.7433285117149353}",Positive,0.7433285117149353,2022-06-26 00:28:09+00:00,"#TimRyan is spot on here and if you're not already following or supporting him! Pls do. Every voice. Every vote matters. This midterms it's all about individual rights! Not just some of us but all of us!  

#wtpBLUE
#FreshResists 

(Via TheDemocrats)

https://t.co/ztGbVLai17",LopezResists,TimRyan
"{'label': 'Positive', 'score': 0.8730191588401794}",Positive,0.8730191588401794,2022-06-26 11:12:17+00:00,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed! https://t.co/oW11teTkGe,RonRonkmfa,JDVance
"{'label': 'Negative', 'score': 0.8122979402542114}",Negative,0.8122979402542114,2022-06-26 12:15:39+00:00,"Republican J.D. Vance of Ohio claimed that ""pregnancy from rape is merely an inconvenience"". 
NO B!TCH, IT'S A CRIME!

#TimRyan #Ohio #VoteBlueOhio #VoteBlue #VoteBlueToSaveDemocracy",DavidWFriday,TimRyan
"{'label': 'Positive', 'score': 0.8712559342384338}",Positive,0.8712559342384338,2022-06-26 12:42:04+00:00,"Come on Ohio, you can do this. Vote Tim Ryan!💙 #TimRyan #Ohio https://t.co/fEVX2sirQu",maryhamel,TimRyan
"{'label': 'Neutral', 'score': 0.5141564011573792}",Neutral,0.5141564011573792,2022-06-26 15:09:37+00:00,#ColumbusOH #TimRyan #NanWhaley #abortion https://t.co/J5FPtCUceV,katdomalski,TimRyan
"{'label': 'Neutral', 'score': 0.7705187797546387}",Neutral,0.7705187797546387,2022-06-26 16:06:44+00:00,"#SCOTUS
#Kavanaugh cash
#Alito 
#ClarenceThomas 
#Gorsuch 
#Barrett 
#KevinMcCarthy
#LindseyGraham
#MattGaetz 
#MitchMcConnell 
#Pence 
#JDVance
#MarkMeadows 
#JimJordan 
#EliseStephanik 
#RonJohnson
#RonDeSantis https://t.co/6Z9dlrrE4E",DanHawkins11,JDVance
"{'label': 'Negative', 'score': 0.6400352120399475}",Negative,0.6400352120399475,2022-06-26 18:08:37+00:00,"@JDVance1 Tell that to @tedcruz.  That’s how Heidi keeps him in top bloviating form, making the millions.  Most women don’t have the luxury of staying home WITH their children.  You’re rich, backed by a filthy rich tech guy and have no clue about what can be afforded.  #TimRyan",amiethesquirrel,TimRyan
"{'label': 'Negative', 'score': 0.767464280128479}",Negative,0.767464280128479,2022-06-26 18:14:24+00:00,"@JDVance1 Vance thinks mansplaining is a virtue to be cherished. Be better than #JDVance, Ohio. #TimRyan4Senate #Election2022",DemByBirth,JDVance
"{'label': 'Negative', 'score': 0.6460226774215698}",Negative,0.6460226774215698,2022-06-26 18:56:31+00:00,"@JDVance1 @tedcruz By the way, Vance.  Your wife works as a litigator for a law firm.   Used to work for one of those things.  The one I worked for had a bedroom for litigators who work well into the night.  You can’t be more of a hypocrite.  #TimRyan",amiethesquirrel,TimRyan
"{'label': 'Neutral', 'score': 0.451025128364563}",Neutral,0.451025128364563,2022-06-26 19:31:45+00:00,"My choice, my body! I needed the energy today as I feel like a second class citizen in this country. #RoeVsWade #WeWontGoBack #nanwhaley #timryan #prochoice #Columbus https://t.co/O8SYKNzUqu",namastemg,TimRyan
"{'label': 'Negative', 'score': 0.8420800566673279}",Negative,0.8420800566673279,2022-06-26 19:47:06+00:00,"@JDVance1 If your worldview tells you women shouldn’t have the choice to live their lives as they choose, exactly as men do, then you really should not hold public office. #TimRyan",JustLikeBecky,TimRyan
"{'label': 'Positive', 'score': 0.8946932554244995}",Positive,0.8946932554244995,2022-06-26 19:53:45+00:00,#TimRyan for the win! https://t.co/O6PK9Wgqsg,LaDiDaStorm,TimRyan
"{'label': 'Negative', 'score': 0.8450910449028015}",Negative,0.8450910449028015,2022-06-26 20:30:21+00:00,@JDVance1 HYPOCRITE! Ohioans #VoteBlueToProtectWomen #VoteBlue2022 #Vote 4 @RepTimRyan 4 Senate #TimRyan stands up for WOMEN. Misogynist #JDVance believes women should be kept barefoot &amp; pregnant. OHIOANS DO NOT VOTE FOR THIS GQP! #TimRyan4Senate #VoteBlue https://t.co/VdAkDpsOxe,cali_gal1,JDVance
"{'label': 'Negative', 'score': 0.8450910449028015}",Negative,0.8450910449028015,2022-06-26 20:30:21+00:00,@JDVance1 HYPOCRITE! Ohioans #VoteBlueToProtectWomen #VoteBlue2022 #Vote 4 @RepTimRyan 4 Senate #TimRyan stands up for WOMEN. Misogynist #JDVance believes women should be kept barefoot &amp; pregnant. OHIOANS DO NOT VOTE FOR THIS GQP! #TimRyan4Senate #VoteBlue https://t.co/VdAkDpsOxe,cali_gal1,TimRyan
"{'label': 'Negative', 'score': 0.7338458299636841}",Negative,0.7338458299636841,2022-06-26 20:36:59+00:00,"@TimRyan I’m sure a good old boy like #JDVance wouldn’t think rape was “ inconvenient “ if his wife, sister, daughter was a victim  of this “ inconvenience”. He’d be grabbing a convenient shotgun or AR15 to go looking to shoot off that rapist’s inconvenient tool.",JohnPer37383786,JDVance
"{'label': 'Negative', 'score': 0.7441598176956177}",Negative,0.7441598176956177,2022-06-26 20:40:39+00:00,"Imagine what he'll think of women like myself, who own businesses, provide for our families, and write books about oppressive men. 😳

#JDVance https://t.co/GHRpFIZc9N",RachelintheOC,JDVance
"{'label': 'Neutral', 'score': 0.5739277005195618}",Neutral,0.5739277005195618,2022-06-26 20:47:33+00:00,"#90HrsAWeek? Who is #JDVance kidding?  I worked “outside the home” until I was 38 yo(22 yrs of work).. I worked 24/7 365 days when I became a FULL-TIME “engaged” mom &amp; volunteer for school/church/sports team .. and, yes, I had cleaning ppl every three weeks(for 2 hrs) but I did.. https://t.co/bq7YI7Gg45",cblazblaz,JDVance
"{'label': 'Negative', 'score': 0.8742930293083191}",Negative,0.8742930293083191,2022-06-26 20:53:57+00:00,"@JDVance1 Says dude who consistently votes and argues for regular Americans HAVING to work 90 hours and STILL not making it.

#JDVance is an unfunny joke.",tendrilita,JDVance
"{'label': 'Neutral', 'score': 0.7692829370498657}",Neutral,0.7692829370498657,2022-06-26 20:56:58+00:00,#ohio #TimRyan #VoteBlueToSaveDemocracy https://t.co/Wle79bvo2N,jokerforlife3,TimRyan
"{'label': 'Negative', 'score': 0.9308010339736938}",Negative,0.9308010339736938,2022-06-26 20:58:57+00:00,"My worldview tells me that anyone, especially a candidate for senator, who worships at the feet of the brown shirt nazi Donald Trump is bad for America. #JDVance must lose in November.",TheSpringChickn,JDVance
"{'label': 'Negative', 'score': 0.6309014558792114}",Negative,0.6309014558792114,2022-06-26 21:01:42+00:00,"@morethanmySLE Dear #Ohio, I've watched politics a long time. I don't remember many besides #JDVance who have more rapidly built up some #bipartisan credibility &amp; then threw it all away by becoming a #shameless #swamp creature political shill to win an election. The flip-flopping is an EPIC🐍🚩 https://t.co/4faMPPHLKi",slipperyhero,JDVance
"{'label': 'Negative', 'score': 0.6469841003417969}",Negative,0.6469841003417969,2022-06-26 21:06:01+00:00,"@JDVance1 Hey Vance, suburban Ohio mom here….. if Republican men cared about women and children, their votes would reflect that. You fool no one. #TimRyan is our guy.",Beth32017,TimRyan
"{'label': 'Neutral', 'score': 0.8338636159896851}",Neutral,0.8338636159896851,2022-06-26 21:19:36+00:00,"#VoteBlueToProtectWomen 
#TimRyan for #Ohio https://t.co/yJ4BBLKi2X",Sixpinkoneblue1,TimRyan
"{'label': 'Negative', 'score': 0.8083527088165283}",Negative,0.8083527088165283,2022-06-26 21:22:44+00:00,@JDVance1 is an idiot. He must not become a Senator!! #TimRyan is the man to vote for! He respects women's rights! #VoteBlueToProtectWomen https://t.co/dMI7PbCirH,CJCeruleanlady,TimRyan
"{'label': 'Neutral', 'score': 0.9113425016403198}",Neutral,0.9113425016403198,2022-06-26 21:23:55+00:00,#TimRyan https://t.co/FCIhzWPdV2,_SmileitsCoco,TimRyan
"{'label': 'Negative', 'score': 0.9131489396095276}",Negative,0.9131489396095276,2022-06-26 21:27:38+00:00,This. This is the typical #GOPWarOnWomen. @JDVance1 must never be a Senator. He is a trump ass kisser and believes women are second class citizens. Vote for the candidate that respects women's rights #TimRyan https://t.co/UKuXdwg623,CJCeruleanlady,TimRyan
"{'label': 'Negative', 'score': 0.8715804815292358}",Negative,0.8715804815292358,2022-06-26 21:29:27+00:00,#TimRyan is the man for #Ohio. @JDVance1 sees women as second class citizens. He is a trumpster. https://t.co/LtFIo2sqDe,CJCeruleanlady,TimRyan
"{'label': 'Negative', 'score': 0.6630269289016724}",Negative,0.6630269289016724,2022-06-26 21:39:29+00:00,"Nobody has a monopoly of madness. This is 2022!

David Hundeyin. Segalink. American idiot. #jdvance",Ur_realest_gee,JDVance
"{'label': 'Neutral', 'score': 0.8776036500930786}",Neutral,0.8776036500930786,2022-06-26 22:00:32+00:00,#JDVance https://t.co/8SAXXNDLPp,_SmileitsCoco,JDVance
"{'label': 'Negative', 'score': 0.827889621257782}",Negative,0.827889621257782,2022-06-26 22:14:29+00:00,#JDVance “statement”-I think these “christians” should pay a royalty 💰to a Jewish Religious group every time they use Jewish Old Testament writings in furtherance of their “Christian” agenda😏 its too bad #JC doesn’t stand for #JewishCopyright 😏 @MindShift2018 @fromthebunkerjr https://t.co/NXAoNQo0Ng,cblazblaz,JDVance
"{'label': 'Negative', 'score': 0.7781192064285278}",Negative,0.7781192064285278,2022-06-26 22:32:18+00:00,"@TheAngryEpi Nobody should tell women what to do. Women should decide for themselves. And yes, we'll have to work our asses off and fight for that right. #Patriarchy  #TimRyan Get lost @JDVance1",climate_salud,TimRyan
"{'label': 'Neutral', 'score': 0.8784207701683044}",Neutral,0.8784207701683044,2022-06-26 22:37:48+00:00,"MISSHA Promo Codes, Discount Codes June 2022 https://t.co/sIGLUvyqm0 #JDVance",happyties,JDVance
"{'label': 'Neutral', 'score': 0.6058381199836731}",Neutral,0.6058381199836731,2022-06-26 22:39:33+00:00,Let's kick Vances ass. #TimRyan https://t.co/XJMfvw48LO,Char20205,TimRyan
"{'label': 'Negative', 'score': 0.7093542218208313}",Negative,0.7093542218208313,2022-06-26 22:55:48+00:00,"@JDVance1 WTF do you know about motherhood or what a woman should or shouldn't do? This guy is backed by billionaire peter theil.

#OHIO vote for #TimRyan donate here.
https://t.co/R1Ak6BwxV8",NonnaSJF,TimRyan
"{'label': 'Neutral', 'score': 0.6400039792060852}",Neutral,0.6400039792060852,2022-06-26 22:57:38+00:00,#jdvance #JDVance J.D. Vance Faces Blowback for 'You've Been Had' Tweet on Women and Careers: Vance's much-criticized tweet argued that motherhood could be more meaningful for women than maintaining a high-powered career. https://t.co/f3WxXxGb23,thepsychicseer,JDVance
"{'label': 'Neutral', 'score': 0.6003393530845642}",Neutral,0.6003393530845642,2022-06-26 23:02:18+00:00,@Mrkalman JD Vance❓😂😂😂🤣 #Arkansas #JDVance https://t.co/wfGqWp5PVf,okrah_winfrey,JDVance
"{'label': 'Neutral', 'score': 0.5109792351722717}",Neutral,0.5109792351722717,2022-06-26 23:15:33+00:00,#JDVance  Ohio is where Gym Jordan is from.  Why do you think they'd elect anyone BUT JD Vance?,dandy_orandas,JDVance
"{'label': 'Neutral', 'score': 0.8672739267349243}",Neutral,0.8672739267349243,2022-06-26 23:33:43+00:00,#Ohio #AbortionRightsAreHumanRights #abortionrights #HumanRights #OhioSenate #JDVance #TimRyan https://t.co/uXVhpJGrCl,jtpeter65,JDVance
"{'label': 'Neutral', 'score': 0.8672739267349243}",Neutral,0.8672739267349243,2022-06-26 23:33:43+00:00,#Ohio #AbortionRightsAreHumanRights #abortionrights #HumanRights #OhioSenate #JDVance #TimRyan https://t.co/uXVhpJGrCl,jtpeter65,TimRyan
"{'label': 'Neutral', 'score': 0.8687801957130432}",Neutral,0.8687801957130432,2022-06-26 23:33:54+00:00,#JDVance https://t.co/Yjle4bQlc7,ruraldogs,JDVance
"{'label': 'Neutral', 'score': 0.7212859988212585}",Neutral,0.7212859988212585,2022-06-26 23:38:25+00:00,"ELECT
#TimRYAN
for
SENATE!

FLIP #OH BLUE!

PROTECT YOUR RIGHTS!
https://t.co/KdyqkqsiX4",redhed67,TimRyan
"{'label': 'Neutral', 'score': 0.6222465634346008}",Neutral,0.6222465634346008,2022-06-26 23:50:12+00:00,"@JDVance1 My worldview tells me women should have the choice to do what satisfies her. Hopefully, in November, that choice will be #TimRyan",mynewusername,TimRyan
"{'label': 'Negative', 'score': 0.8178728818893433}",Negative,0.8178728818893433,2022-06-26 23:53:00+00:00,"@TimRyan #TimRyan is very passionate about about ripping the arms and legs off, snapping the spines, and crushing the skulls of viable six month girls with pliers.

Only savages get excited and raise $$$ in support of second trimester abortions.",TheMackinJonez,TimRyan
"{'label': 'Neutral', 'score': 0.8815882205963135}",Neutral,0.8815882205963135,2022-06-27 00:13:51+00:00,#JDVance https://t.co/TdQFCCkO64,MicheleChevere1,JDVance
"{'label': 'Negative', 'score': 0.9015853404998779}",Negative,0.9015853404998779,2022-06-27 00:45:49+00:00,"@TimRyan Only savages raise money on a commitment to painfully kill more viable babies.

#TimRyan",TheMackinJonez,TimRyan
"{'label': 'Positive', 'score': 0.9322947263717651}",Positive,0.9322947263717651,2022-06-27 02:14:03+00:00,"I proudly rallied with 3,000 Ohioans today in support of democratic candidates @TimRyan &amp; @nanwhaley who will fight for women’s reproductive rights #RoeVsWade #TimRyan #nanwhaley #WeWontGoBack #ohio https://t.co/h1uvW7O3kf",GPernotto,TimRyan
"{'label': 'Neutral', 'score': 0.49641698598861694}",Neutral,0.49641698598861694,2022-06-27 02:19:46+00:00,@JDVance1 If your world view is thinking everyday women work at NYT or Goldman Sachs you live in an elitist bubble. Most women work for lower wages than men and need to put food on the table for children they already have. I live in Ohio and I will vote for #TimRyan in November.,AnnAnne700,TimRyan
"{'label': 'Negative', 'score': 0.8483126759529114}",Negative,0.8483126759529114,2022-06-27 02:45:25+00:00,@melissadderosa @UnRapporteur1 This Vance dude is grotesque. Vote for #TimRyan 👍,cateweber,TimRyan
"{'label': 'Neutral', 'score': 0.7254108786582947}",Neutral,0.7254108786582947,2022-06-27 02:56:00+00:00,👇🏼👇🏼👇🏼#JDVance https://t.co/REpmy3QcoZ,MonicaLamb20,JDVance
